entity_id,ontology_id,ontology_label,label,description,conceptual_layers,agent_layers,properties_json
catalog.flood.road,data_source,数据源,Flood Road Bundle (OSM + Microsoft),Flood Road Bundle (OSM + Microsoft) 是 catalog 类型数据源，支持 dt.road.bundle；适用灾种 flood、generic，质量评分为 0.86，新鲜度类别为 event_snapshot。,data_algorithm_task_capability,action_healing;audit_evolution,"{""disaster_types"": [""flood"", ""generic""], ""freshness_category"": ""event_snapshot"", ""freshness_hours"": 72, ""freshness_score"": 0.74, ""metadata"": {""bundle_strategy"": ""osm_ref_pair"", ""component_source_ids"": [""raw.osm.road"", ""raw.microsoft.road""], ""kind"": ""catalog"", ""materialization_scope"": ""resolved_aoi_clip"", ""path_hints"": [""Data/roads/OSM"", ""Data/roads/Microsoft""], ""priority"": 2, ""provider_family"": ""local_bundle_catalog"", ""reference_boundary"": ""secondary_reference_now"", ""runtime_status"": ""runtime_candidate"", ""selectable_now"": true, ""source_contract_ref"": ""docs/superpowers/specs/2026-05-18-track-b-national-source-matrix.md"", ""source_form"": ""bundle"", ""source_matrix_stage"": ""track_b_b1_locked"", ""supports_aoi"": true, ""track_b_current_catalog_source_ids"": [""catalog.flood.road"", ""catalog.earthquake.road"", ""catalog.typhoon.road""], ""track_b_implementation_goal"": ""Upgrade the current OSM-only road baseline to a dual-source national path with Microsoft road as the Task 6 reference candidate and Overture kept as compatibility-only."", ""track_b_manual_preload_source_ids"": [""raw.overture.road""], ""track_b_official_remote_source_ids"": [""raw.osm.road"", ""raw.microsoft.road""], ""track_b_reservation_only_source_ids"": [""raw.overture.transportation""], ""track_b_theme"": ""road""}, ""quality_score"": 0.86, ""quality_tier"": ""curated"", ""source_id"": ""catalog.flood.road"", ""source_kind"": ""catalog"", ""source_name"": ""Flood Road Bundle (OSM + Microsoft)"", ""supported_geometry_types"": [""line""], ""supported_job_types"": [""road""], ""supported_types"": [""dt.road.bundle""]}"
catalog.flood.water,data_source,数据源,Flood Water Bundle (OSM + HydroLAKES),Flood Water Bundle (OSM + HydroLAKES) 是 catalog 类型数据源，支持 dt.water.bundle；适用灾种 flood、generic，质量评分为 0.84，新鲜度类别为 event_snapshot。,data_algorithm_task_capability,action_healing;audit_evolution,"{""disaster_types"": [""flood"", ""generic""], ""freshness_category"": ""event_snapshot"", ""freshness_hours"": 72, ""freshness_score"": 0.71, ""metadata"": {""bundle_strategy"": ""osm_ref_pair"", ""component_source_ids"": [""raw.osm.water"", ""raw.hydrolakes.water""], ""kind"": ""catalog"", ""materialization_scope"": ""resolved_aoi_clip"", ""path_hints"": [""Data/burundi-260127-free.shp/gis_osm_water_a_free_1.shp"", ""Data/water/HydroLAKES_polys_v10.shp""], ""priority"": 2, ""provider_family"": ""local_bundle_catalog"", ""reference_boundary"": ""polygon_only"", ""runtime_status"": ""runtime_candidate"", ""selectable_now"": true, ""source_contract_ref"": ""docs/superpowers/specs/2026-05-18-track-b-national-source-matrix.md"", ""source_form"": ""bundle"", ""source_matrix_stage"": ""track_b_b1_locked"", ""supports_aoi"": true, ""track_b_current_catalog_source_ids"": [""catalog.flood.water"", ""catalog.flood.water_polygon""], ""track_b_implementation_goal"": ""Keep polygon water fusion explicit, with OSM water polygons plus HydroLAKES as the active national polygon route."", ""track_b_manual_preload_source_ids"": [""raw.local.water""], ""track_b_official_remote_source_ids"": [""raw.osm.water"", ""raw.hydrolakes.water""], ""track_b_reservation_only_source_ids"": [""raw.overture.water""], ""track_b_theme"": ""water""}, ""quality_score"": 0.84, ""quality_tier"": ""curated"", ""source_id"": ""catalog.flood.water"", ""source_kind"": ""catalog"", ""source_name"": ""Flood Water Bundle (OSM + HydroLAKES)"", ""supported_geometry_types"": [""polygon""], ""supported_job_types"": [""water""], ""supported_types"": [""dt.water.bundle""]}"
catalog.flood.water_polygon,data_source,数据源,Flood Water Polygon Bundle (OSM + HydroLAKES),Flood Water Polygon Bundle (OSM + HydroLAKES) 是 catalog 类型数据源，支持 dt.water.bundle；适用灾种 flood、generic，质量评分为 0.84，新鲜度类别为 event_snapshot。,data_algorithm_task_capability,action_healing;audit_evolution,"{""disaster_types"": [""flood"", ""generic""], ""freshness_category"": ""event_snapshot"", ""freshness_hours"": 72, ""freshness_score"": 0.71, ""metadata"": {""bundle_strategy"": ""osm_ref_pair"", ""component_source_ids"": [""raw.osm.water"", ""raw.hydrolakes.water""], ""kind"": ""catalog"", ""materialization_scope"": ""resolved_aoi_clip"", ""path_hints"": [""Data/burundi-260127-free.shp/gis_osm_water_a_free_1.shp"", ""Data/water/HydroLAKES_polys_v10.shp""], ""priority"": 2, ""provider_family"": ""local_bundle_catalog"", ""reference_boundary"": ""polygon_only"", ""runtime_status"": ""runtime_candidate"", ""selectable_now"": true, ""source_contract_ref"": ""docs/superpowers/specs/2026-05-18-track-b-national-source-matrix.md"", ""source_form"": ""bundle"", ""source_matrix_stage"": ""track_b_b1_locked"", ""supports_aoi"": true, ""track_b_current_catalog_source_ids"": [""catalog.flood.water"", ""catalog.flood.water_polygon""], ""track_b_implementation_goal"": ""Keep polygon water fusion explicit, with OSM water polygons plus HydroLAKES as the active national polygon route."", ""track_b_manual_preload_source_ids"": [""raw.local.water""], ""track_b_official_remote_source_ids"": [""raw.osm.water"", ""raw.hydrolakes.water""], ""track_b_reservation_only_source_ids"": [""raw.overture.water""], ""track_b_theme"": ""water""}, ""quality_score"": 0.84, ""quality_tier"": ""curated"", ""source_id"": ""catalog.flood.water_polygon"", ""source_kind"": ""catalog"", ""source_name"": ""Flood Water Polygon Bundle (OSM + HydroLAKES)"", ""supported_geometry_types"": [""polygon""], ""supported_job_types"": [""water""], ""supported_types"": [""dt.water.bundle""]}"
catalog.flood.waterways,data_source,数据源,Flood Waterways Bundle (OSM + Pakistan Local Waterways),Flood Waterways Bundle (OSM + Pakistan Local Waterways) 是 catalog 类型数据源，支持 dt.waterways.bundle；适用灾种 flood、generic，质量评分为 0.8，新鲜度类别为 event_snapshot。,data_algorithm_task_capability,action_healing;audit_evolution,"{""disaster_types"": [""flood"", ""generic""], ""freshness_category"": ""event_snapshot"", ""freshness_hours"": 72, ""freshness_score"": 0.68, ""metadata"": {""bundle_strategy"": ""osm_ref_pair"", ""component_source_ids"": [""raw.osm.waterways"", ""raw.local.pakistan.waterways""], ""kind"": ""catalog"", ""materialization_scope"": ""resolved_aoi_clip"", ""path_hints"": [""Data/burundi-260127-free.shp/gis_osm_waterways_free_1.shp"", ""Data/water/Pakistan_Waterways_Data.shp""], ""priority"": 2, ""provider_family"": ""local_bundle_catalog"", ""runtime_status"": ""runtime_candidate"", ""selectable_now"": true, ""source_contract_ref"": ""docs/superpowers/specs/2026-05-18-track-b-national-source-matrix.md"", ""source_form"": ""bundle"", ""source_matrix_stage"": ""track_b_b1_locked"", ""supports_aoi"": true, ""track_b_current_catalog_source_ids"": [""catalog.flood.waterways""], ""track_b_implementation_goal"": ""Keep line waterways separate from polygon water, with OSM waterways as the base and Pakistan local waterways as the first manual supplement contract."", ""track_b_manual_preload_source_ids"": [""raw.local.pakistan.waterways""], ""track_b_official_remote_source_ids"": [""raw.osm.waterways"", ""raw.hydrorivers.water""], ""track_b_reservation_only_source_ids"": [], ""track_b_theme"": ""waterways"", ""water_semantics"": ""waterways_line""}, ""quality_score"": 0.8, ""quality_tier"": ""curated"", ""source_id"": ""catalog.flood.waterways"", ""source_kind"": ""catalog"", ""source_name"": ""Flood Waterways Bundle (OSM + Pakistan Local Waterways)"", ""supported_geometry_types"": [""line""], ""supported_job_types"": [""water""], ""supported_types"": [""dt.waterways.bundle""]}"
catalog.generic.poi,data_source,数据源,Generic POI Bundle (OSM + GNS),Generic POI Bundle (OSM + GNS) 是 catalog 类型数据源，支持 dt.poi.bundle；适用灾种 generic，质量评分为 0.82，新鲜度类别为 sample_snapshot。,data_algorithm_task_capability,action_healing;audit_evolution,"{""disaster_types"": [""generic""], ""freshness_category"": ""sample_snapshot"", ""freshness_hours"": 168, ""freshness_score"": 0.61, ""metadata"": {""bundle_strategy"": ""osm_ref_pair"", ""component_source_ids"": [""raw.osm.poi"", ""raw.gns.poi""], ""kind"": ""catalog"", ""materialization_scope"": ""resolved_aoi_clip"", ""path_hints"": [""Data/burundi-260127-free.shp/gis_osm_pois_free_1.shp"", ""Data/POI/**/GNS.shp""], ""priority"": 2, ""provider_family"": ""local_bundle_catalog"", ""runtime_status"": ""runtime_candidate"", ""selectable_now"": true, ""source_contract_ref"": ""docs/superpowers/specs/2026-05-18-track-b-national-source-matrix.md"", ""source_form"": ""bundle"", ""source_matrix_stage"": ""track_b_b1_locked"", ""supports_aoi"": true, ""track_b_current_catalog_source_ids"": [""catalog.generic.poi""], ""track_b_implementation_goal"": ""Keep GNS, authorized Google POI, and OSM as the first national POI path, with RH as a manual local supplement and Overture Places deferred until field alignment work is complete."", ""track_b_manual_preload_source_ids"": [""raw.rh.poi""], ""track_b_official_remote_source_ids"": [""raw.gns.poi"", ""raw.google.poi"", ""raw.osm.poi""], ""track_b_reservation_only_source_ids"": [""raw.overture.poi""], ""track_b_theme"": ""poi""}, ""quality_score"": 0.82, ""quality_tier"": ""curated"", ""source_id"": ""catalog.generic.poi"", ""source_kind"": ""catalog"", ""source_name"": ""Generic POI Bundle (OSM + GNS)"", ""supported_geometry_types"": [""point""], ""supported_job_types"": [""poi""], ""supported_types"": [""dt.poi.bundle""]}"
catalog.typhoon.road,data_source,数据源,Typhoon Road Bundle (OSM + Microsoft),Typhoon Road Bundle (OSM + Microsoft) 是 catalog 类型数据源，支持 dt.road.bundle；适用灾种 typhoon、generic，质量评分为 0.88，新鲜度类别为 event_snapshot。,data_algorithm_task_capability,action_healing;audit_evolution,"{""disaster_types"": [""typhoon"", ""generic""], ""freshness_category"": ""event_snapshot"", ""freshness_hours"": 48, ""freshness_score"": 0.79, ""metadata"": {""bundle_strategy"": ""osm_ref_pair"", ""component_source_ids"": [""raw.osm.road"", ""raw.microsoft.road""], ""kind"": ""catalog"", ""materialization_scope"": ""resolved_aoi_clip"", ""path_hints"": [""Data/roads/OSM"", ""Data/roads/Microsoft""], ""priority"": 2, ""provider_family"": ""local_bundle_catalog"", ""reference_boundary"": ""secondary_reference_now"", ""runtime_status"": ""runtime_candidate"", ""selectable_now"": true, ""source_contract_ref"": ""docs/superpowers/specs/2026-05-18-track-b-national-source-matrix.md"", ""source_form"": ""bundle"", ""source_matrix_stage"": ""track_b_b1_locked"", ""supports_aoi"": true, ""track_b_current_catalog_source_ids"": [""catalog.flood.road"", ""catalog.earthquake.road"", ""catalog.typhoon.road""], ""track_b_implementation_goal"": ""Upgrade the current OSM-only road baseline to a dual-source national path with Microsoft road as the Task 6 reference candidate and Overture kept as compatibility-only."", ""track_b_manual_preload_source_ids"": [""raw.overture.road""], ""track_b_official_remote_source_ids"": [""raw.osm.road"", ""raw.microsoft.road""], ""track_b_reservation_only_source_ids"": [""raw.overture.transportation""], ""track_b_theme"": ""road""}, ""quality_score"": 0.88, ""quality_tier"": ""curated"", ""source_id"": ""catalog.typhoon.road"", ""source_kind"": ""catalog"", ""source_name"": ""Typhoon Road Bundle (OSM + Microsoft)"", ""supported_geometry_types"": [""line""], ""supported_job_types"": [""road""], ""supported_types"": [""dt.road.bundle""]}"
raw.gns.poi,data_source,数据源,GNS Place Names,GNS Place Names 是 open_data 类型数据源，支持 dt.raw.vector；适用灾种 generic、flood、earthquake、typhoon，质量评分为 0.81，新鲜度类别为 sample_snapshot。,data_algorithm_task_capability,action_healing;audit_evolution,"{""disaster_types"": [""generic"", ""flood"", ""earthquake"", ""typhoon""], ""freshness_category"": ""sample_snapshot"", ""freshness_hours"": 720, ""freshness_score"": 0.42, ""metadata"": {""acquisition_class"": ""official_remote_supported"", ""clip_strategy"": ""country_zip_then_aoi_clip"", ""field_mapping_profile"": ""fields.poi.gns"", ""format_hint"": ""country_zip_tabular_export"", ""kind"": ""raw_vector"", ""license_boundary"": ""Official GNS gazetteer export; keep name and identifier provenance visible in normalized POI outputs and evidence bundles."", ""materialization_scope"": ""local_only"", ""path_hint"": ""Data/POI/**/GNS.shp"", ""provider_family"": ""gns"", ""runtime_status"": ""runtime_candidate"", ""selectable_now"": true, ""source_contract_ref"": ""docs/superpowers/specs/2026-05-18-track-b-national-source-matrix.md"", ""source_form"": ""vector"", ""source_matrix_stage"": ""track_b_b1_locked"", ""source_role"": ""reference_candidate"", ""supports_aoi"": false, ""theme"": ""poi"", ""track_b_notes"": ""Promoted B5 POI reference source with bounded country-zip discovery and AOI clip support."", ""track_b_role"": ""reference_remote"", ""track_b_theme"": ""poi""}, ""quality_score"": 0.81, ""quality_tier"": ""gazetteer"", ""source_id"": ""raw.gns.poi"", ""source_kind"": ""open_data"", ""source_name"": ""GNS Place Names"", ""supported_geometry_types"": [""point""], ""supported_job_types"": [""building"", ""road"", ""poi""], ""supported_types"": [""dt.raw.vector""]}"
raw.google.building,data_source,数据源,Google Open Buildings,Google Open Buildings 是 open_data 类型数据源，支持 dt.raw.vector；适用灾种 generic、flood、earthquake、typhoon，质量评分为 0.87，新鲜度类别为 sample_snapshot。,data_algorithm_task_capability,action_healing;audit_evolution,"{""disaster_types"": [""generic"", ""flood"", ""earthquake"", ""typhoon""], ""freshness_category"": ""sample_snapshot"", ""freshness_hours"": 240, ""freshness_score"": 0.58, ""metadata"": {""acquisition_class"": ""official_remote_supported"", ""clip_strategy"": ""resolved_aoi_clip"", ""coverage_scope"": ""url_index_then_aoi_clip"", ""field_mapping_profile"": ""fields.building.google"", ""format_hint"": ""google_open_buildings_csv_wkt"", ""height_semantics"": ""unknown"", ""kind"": ""raw_vector"", ""license_boundary"": ""Google Open Buildings attribution and CC-BY-4.0 terms apply; preserve provider attribution and keep runtime claims tied to checked AOI clip evidence."", ""materialization_provider"": ""google_open_buildings"", ""materialization_scope"": ""resolved_aoi_clip"", ""path_hint"": ""Data/buildings/Google"", ""provider_family"": ""google"", ""runtime_status"": ""runtime_candidate"", ""selectable_now"": true, ""source_contract_ref"": ""docs/superpowers/specs/2026-05-18-track-b-national-source-matrix.md"", ""source_form"": ""vector"", ""source_matrix_stage"": ""track_b_b1_locked"", ""source_role"": ""reference_candidate"", ""supports_aoi"": true, ""supports_tiling"": true, ""theme"": ""building"", ""track_b_notes"": ""Promoted Google Open Buildings target with bounded URL-index materialization and AOI clip support."", ""track_b_role"": ""reference_remote"", ""track_b_theme"": ""building""}, ""quality_score"": 0.87, ""quality_tier"": ""foundation_model_extracted"", ""source_id"": ""raw.google.building"", ""source_kind"": ""open_data"", ""source_name"": ""Google Open Buildings"", ""supported_geometry_types"": [""polygon""], ""supported_job_types"": [""building""], ""supported_types"": [""dt.raw.vector""]}"
raw.google.building_height.raster,data_source,数据源,Google Building Height Raster,Google Building Height Raster 是 open_data 类型数据源，支持 dt.raster.building_height；适用灾种 generic、flood、earthquake、typhoon，质量评分为 0.76，新鲜度类别为 sample_snapshot。,data_algorithm_task_capability,action_healing;audit_evolution,"{""disaster_types"": [""generic"", ""flood"", ""earthquake"", ""typhoon""], ""freshness_category"": ""sample_snapshot"", ""freshness_hours"": 240, ""freshness_score"": 0.5, ""metadata"": {""coverage_scope"": ""national_clip"", ""height_semantics"": ""estimated_height"", ""kind"": ""raw_raster"", ""materialization_scope"": ""reservation_only"", ""path_hint"": ""Benin/_processing/google_open_buildings_temporal_2023/building_height_2023_benin_4m.tif"", ""provider_family"": ""google_temporal"", ""runtime_status"": ""reservation_only"", ""selectable_now"": false, ""source_form"": ""raster"", ""source_role"": ""height_enrichment_candidate"", ""supports_aoi"": false, ""supports_tiling"": true, ""theme"": ""building""}, ""quality_score"": 0.76, ""quality_tier"": ""foundation_model_extracted"", ""source_id"": ""raw.google.building_height.raster"", ""source_kind"": ""open_data"", ""source_name"": ""Google Building Height Raster"", ""supported_geometry_types"": [""raster""], ""supported_job_types"": [""building""], ""supported_types"": [""dt.raster.building_height""]}"
raw.google.building_presence.raster,data_source,数据源,Google Building Presence Raster,Google Building Presence Raster 是 open_data 类型数据源，支持 dt.raster.building_presence；适用灾种 generic、flood、earthquake、typhoon，质量评分为 0.78，新鲜度类别为 sample_snapshot。,data_algorithm_task_capability,action_healing;audit_evolution,"{""disaster_types"": [""generic"", ""flood"", ""earthquake"", ""typhoon""], ""freshness_category"": ""sample_snapshot"", ""freshness_hours"": 240, ""freshness_score"": 0.5, ""metadata"": {""coverage_scope"": ""national_clip"", ""height_semantics"": ""presence_only"", ""kind"": ""raw_raster"", ""materialization_scope"": ""reservation_only"", ""path_hint"": ""Benin/_processing/google_open_buildings_temporal_2023/building_presence_2023_benin_4m.tif"", ""provider_family"": ""google_temporal"", ""runtime_status"": ""reservation_only"", ""selectable_now"": false, ""source_form"": ""raster"", ""source_role"": ""height_signal_candidate"", ""supports_aoi"": false, ""supports_tiling"": true, ""theme"": ""building""}, ""quality_score"": 0.78, ""quality_tier"": ""foundation_model_extracted"", ""source_id"": ""raw.google.building_presence.raster"", ""source_kind"": ""open_data"", ""source_name"": ""Google Building Presence Raster"", ""supported_geometry_types"": [""raster""], ""supported_job_types"": [""building""], ""supported_types"": [""dt.raster.building_presence""]}"
raw.google.open_buildings.vector,data_source,数据源,Google Open Buildings Vector,Google Open Buildings Vector 是 open_data 类型数据源，支持 dt.raw.vector；适用灾种 generic、flood、earthquake、typhoon，质量评分为 0.87，新鲜度类别为 sample_snapshot。,data_algorithm_task_capability,action_healing;audit_evolution,"{""disaster_types"": [""generic"", ""flood"", ""earthquake"", ""typhoon""], ""freshness_category"": ""sample_snapshot"", ""freshness_hours"": 240, ""freshness_score"": 0.57, ""metadata"": {""acquisition_class"": ""manual_preload_required"", ""clip_strategy"": ""local_national_clip_then_aoi_clip"", ""coverage_scope"": ""national_clip"", ""field_mapping_profile"": ""fields.building.google_open_buildings_vector"", ""format_hint"": ""shapefile_bundle"", ""height_semantics"": ""unknown"", ""kind"": ""raw_vector"", ""license_boundary"": ""Manual reference preload only; keep provider attribution and do not market it as remote automation support."", ""materialization_scope"": ""reservation_only"", ""path_hint"": ""Benin/final_shp/google_open_buildings_v3/google_open_buildings_v3_benin.shp"", ""provider_family"": ""google_open_buildings"", ""runtime_status"": ""reservation_only"", ""selectable_now"": false, ""source_contract_ref"": ""docs/superpowers/specs/2026-05-18-track-b-national-source-matrix.md"", ""source_form"": ""vector"", ""source_matrix_stage"": ""track_b_b1_locked"", ""source_role"": ""reference_candidate"", ""supports_aoi"": false, ""supports_tiling"": true, ""theme"": ""building"", ""track_b_notes"": ""Acts as a reserved national clip input until later building source-set work promotes it."", ""track_b_role"": ""reference_manual"", ""track_b_theme"": ""building""}, ""quality_score"": 0.87, ""quality_tier"": ""foundation_model_extracted"", ""source_id"": ""raw.google.open_buildings.vector"", ""source_kind"": ""open_data"", ""source_name"": ""Google Open Buildings Vector"", ""supported_geometry_types"": [""polygon""], ""supported_job_types"": [""building""], ""supported_types"": [""dt.raw.vector""]}"
raw.google.poi,data_source,数据源,Google Places POI,Google Places POI 是 authorized_data 类型数据源，支持 dt.raw.vector；适用灾种 generic、flood、earthquake、typhoon，质量评分为 0.84，新鲜度类别为 runtime_query。,data_algorithm_task_capability,action_healing;audit_evolution,"{""disaster_types"": [""generic"", ""flood"", ""earthquake"", ""typhoon""], ""freshness_category"": ""runtime_query"", ""freshness_hours"": 24, ""freshness_score"": 0.82, ""metadata"": {""acquisition_class"": ""authorized_remote_supported"", ""clip_strategy"": ""resolved_aoi_clip"", ""field_mapping_profile"": ""fields.poi.google"", ""format_hint"": ""google_places_fetcher_gpkg"", ""kind"": ""raw_vector"", ""license_boundary"": ""Requires project authorization manifest for persistent storage, vector export, and fusion with non-Google sources; do not persist API keys in outputs."", ""materialization_provider"": ""google_places_fetcher"", ""materialization_scope"": ""resolved_aoi_clip"", ""path_hint"": ""Data/POI/**/Google*.shp"", ""provider_family"": ""google_places"", ""runtime_status"": ""runtime_candidate"", ""selectable_now"": true, ""source_contract_ref"": ""docs/superpowers/specs/2026-05-18-track-b-national-source-matrix.md"", ""source_form"": ""vector"", ""source_matrix_stage"": ""track_b_b1_locked"", ""source_role"": ""core_poi_source"", ""supports_aoi"": true, ""theme"": ""poi"", ""track_b_notes"": ""Authorized Google POI acquisition source gated by a local project manifest and injectable Places fetcher."", ""track_b_role"": ""core_remote"", ""track_b_theme"": ""poi""}, ""quality_score"": 0.84, ""quality_tier"": ""provider_curated"", ""source_id"": ""raw.google.poi"", ""source_kind"": ""authorized_data"", ""source_name"": ""Google Places POI"", ""supported_geometry_types"": [""point""], ""supported_job_types"": [""building"", ""road"", ""poi""], ""supported_types"": [""dt.raw.vector""]}"
raw.hydrolakes.water,data_source,数据源,HydroLAKES,HydroLAKES 是 open_data 类型数据源，支持 dt.raw.vector；适用灾种 generic、flood、earthquake、typhoon，质量评分为 0.82，新鲜度类别为 sample_snapshot。,data_algorithm_task_capability,action_healing;audit_evolution,"{""disaster_types"": [""generic"", ""flood"", ""earthquake"", ""typhoon""], ""freshness_category"": ""sample_snapshot"", ""freshness_hours"": 720, ""freshness_score"": 0.49, ""metadata"": {""acquisition_class"": ""official_remote_supported"", ""clip_strategy"": ""national_polygon_clip_then_bundle_normalization"", ""coverage_scope"": ""global_bundle"", ""field_mapping_profile"": ""fields.water.hydrolakes_polygon"", ""format_hint"": ""shapefile_bundle"", ""kind"": ""raw_vector"", ""license_boundary"": ""Provider-published hydro polygon source; preserve upstream attribution and keep runtime claims tied to checked polygon-style evidence."", ""materialization_provider"": ""hydrolakes"", ""materialization_scope"": ""global_bundle_then_clip"", ""path_hint"": ""Data/water/HydroLAKES_polys_v10.shp"", ""provider_family"": ""hydrosheds"", ""runtime_status"": ""runtime_candidate"", ""selectable_now"": true, ""source_contract_ref"": ""docs/superpowers/specs/2026-05-18-track-b-national-source-matrix.md"", ""source_form"": ""vector"", ""source_matrix_stage"": ""track_b_b1_locked"", ""source_role"": ""reference_candidate"", ""supports_aoi"": true, ""theme"": ""water"", ""track_b_notes"": ""Promoted B2 polygon-style water reference with bounded remote download plus clip support."", ""track_b_role"": ""reference_remote"", ""track_b_theme"": ""water""}, ""quality_score"": 0.82, ""quality_tier"": ""provider_curated"", ""source_id"": ""raw.hydrolakes.water"", ""source_kind"": ""open_data"", ""source_name"": ""HydroLAKES"", ""supported_geometry_types"": [""polygon""], ""supported_job_types"": [""water""], ""supported_types"": [""dt.raw.vector""]}"
raw.hydrorivers.water,data_source,数据源,HydroRIVERS,HydroRIVERS 是 open_data 类型数据源，支持 dt.raw.vector；适用灾种 generic、flood、earthquake、typhoon，质量评分为 0.83，新鲜度类别为 sample_snapshot。,data_algorithm_task_capability,action_healing;audit_evolution,"{""disaster_types"": [""generic"", ""flood"", ""earthquake"", ""typhoon""], ""freshness_category"": ""sample_snapshot"", ""freshness_hours"": 720, ""freshness_score"": 0.5, ""metadata"": {""acquisition_class"": ""official_remote_supported"", ""clip_strategy"": ""national_line_clip_then_bundle_normalization"", ""coverage_scope"": ""global_bundle"", ""field_mapping_profile"": ""fields.waterways.hydrorivers"", ""format_hint"": ""shapefile_bundle"", ""kind"": ""raw_vector"", ""license_boundary"": ""Provider-published hydro line source; preserve upstream attribution and keep runtime claims tied to checked line-style evidence."", ""materialization_provider"": ""hydrorivers"", ""materialization_scope"": ""global_bundle_then_clip"", ""path_hint"": ""Data/water/HydroRIVERS_v10.shp"", ""provider_family"": ""hydrosheds"", ""runtime_status"": ""runtime_candidate"", ""selectable_now"": true, ""source_contract_ref"": ""docs/superpowers/specs/2026-05-18-track-b-national-source-matrix.md"", ""source_form"": ""vector"", ""source_matrix_stage"": ""track_b_b1_locked"", ""source_role"": ""reference_candidate"", ""supports_aoi"": true, ""theme"": ""waterways"", ""track_b_notes"": ""HydroRIVERS remains a remote waterways line reference, separate from local Pakistan waterways supplements."", ""track_b_role"": ""reference_remote"", ""track_b_theme"": ""waterways""}, ""quality_score"": 0.83, ""quality_tier"": ""provider_curated"", ""source_id"": ""raw.hydrorivers.water"", ""source_kind"": ""open_data"", ""source_name"": ""HydroRIVERS"", ""supported_geometry_types"": [""line""], ""supported_job_types"": [""water""], ""supported_types"": [""dt.raw.vector""]}"
raw.local.microsoft.building,data_source,数据源,Local Microsoft Building Footprints,Local Microsoft Building Footprints 是 open_data 类型数据源，支持 dt.raw.vector；适用灾种 generic、flood、earthquake、typhoon，质量评分为 0.89，新鲜度类别为 sample_snapshot。,data_algorithm_task_capability,action_healing;audit_evolution,"{""disaster_types"": [""generic"", ""flood"", ""earthquake"", ""typhoon""], ""freshness_category"": ""sample_snapshot"", ""freshness_hours"": 240, ""freshness_score"": 0.58, ""metadata"": {""acquisition_class"": ""manual_preload_required"", ""clip_strategy"": ""local_cached_national_clip_then_aoi_clip"", ""coverage_scope"": ""national_clip"", ""field_mapping_profile"": ""fields.building.microsoft"", ""format_hint"": ""shapefile_bundle"", ""height_fields"": [""height""], ""height_semantics"": ""estimated_height"", ""kind"": ""raw_vector"", ""license_boundary"": ""Local cache of a provider source; keep attribution and treat it as an operational cache rather than a new public source."", ""materialization_scope"": ""reservation_only"", ""path_hint"": ""Benin/final_shp/microsoft_global_ml_building_footprints/Microsoft_benin.shp"", ""provider_family"": ""microsoft_local"", ""runtime_status"": ""reservation_only"", ""selectable_now"": false, ""source_contract_ref"": ""docs/superpowers/specs/2026-05-18-track-b-national-source-matrix.md"", ""source_form"": ""vector"", ""source_matrix_stage"": ""track_b_b1_locked"", ""source_role"": ""reference_candidate"", ""supports_aoi"": false, ""supports_tiling"": true, ""theme"": ""building"", ""track_b_notes"": ""Preferred fallback when repeated Microsoft country-tile downloads are too expensive for national runs."", ""track_b_role"": ""national_cache"", ""track_b_theme"": ""building""}, ""quality_score"": 0.89, ""quality_tier"": ""local_curated"", ""source_id"": ""raw.local.microsoft.building"", ""source_kind"": ""open_data"", ""source_name"": ""Local Microsoft Building Footprints"", ""supported_geometry_types"": [""polygon""], ""supported_job_types"": [""building""], ""supported_types"": [""dt.raw.vector""]}"
raw.local.pakistan.waterways,data_source,数据源,Pakistan Local Waterways,Pakistan Local Waterways 是 open_data 类型数据源，支持 dt.raw.vector；适用灾种 generic、flood、earthquake、typhoon，质量评分为 0.77，新鲜度类别为 sample_snapshot。,data_algorithm_task_capability,action_healing;audit_evolution,"{""disaster_types"": [""generic"", ""flood"", ""earthquake"", ""typhoon""], ""freshness_category"": ""sample_snapshot"", ""freshness_hours"": 240, ""freshness_score"": 0.54, ""metadata"": {""acquisition_class"": ""manual_preload_required"", ""clip_strategy"": ""local_national_clip_then_aoi_clip"", ""field_mapping_profile"": ""fields.waterways.local_osm_like"", ""format_hint"": ""shapefile_bundle"", ""kind"": ""raw_vector"", ""license_boundary"": ""Manual local waterways preload only; keep it clearly separated from HydroRIVERS claims and preserve local source attribution in evidence."", ""materialization_scope"": ""local_only"", ""path_hint"": ""Data/water/Pakistan_Waterways_Data.shp"", ""provider_family"": ""local_open_data"", ""runtime_status"": ""runtime_candidate"", ""selectable_now"": true, ""source_contract_ref"": ""docs/superpowers/specs/2026-05-18-track-b-national-source-matrix.md"", ""source_form"": ""vector"", ""source_matrix_stage"": ""track_b_b1_locked"", ""source_role"": ""supplement_line"", ""supports_aoi"": false, ""theme"": ""waterways"", ""track_b_notes"": ""Pakistan-local waterways supplement contract for preloaded OSM-like line data."", ""track_b_role"": ""supplement_line"", ""track_b_theme"": ""waterways""}, ""quality_score"": 0.77, ""quality_tier"": ""local_sample"", ""source_id"": ""raw.local.pakistan.waterways"", ""source_kind"": ""open_data"", ""source_name"": ""Pakistan Local Waterways"", ""supported_geometry_types"": [""line""], ""supported_job_types"": [""water""], ""supported_types"": [""dt.raw.vector""]}"
